Order_ID,Order_Date,Ship_Date,First_Name,Last_Name,Full_Name,Country,Region,Category,Sub_Category,Sales,Profit,Quantity,Discount
ORD02433,13-10-2022,20-10-2022,Sneha,Patel,Sneha Patel,UK,South,Office Supplies,Accessories,108,8,13,0.1
ORD02434,01-12-2021,09-12-2021,Rahul,Verma,RahulVerma,UK,East,Technology,Accessories,1940,-172,9,0.2
ORD02435,28-11-2021,06-12-2021,Ava,Anderson,Ava Anderson,USA,West,Furniture,Accessories,1598,-280,1,0.1
ORD02436,04-08-2021,10-08-2021,John,Patel,JohnPatel,USA,South,Furniture,Phones,799,-42,4,0.2
ORD02437,15-11-2022,17-11-2022,Emma,Taylor,Emma Taylor,India,South,Office Supplies,Phones,1793,-516,11,0.1
ORD02438,05-05-2022,10-05-2022,Liam,Sharma,Liam Sharma,Australia,South,Office Supplies,Phones,1319,354,9,0.2
ORD02439,28-04-2022,04-05-2022,Liam,Patel,Liam Patel,UK,North,Furniture,Phones,1326,-250,15,0
ORD02440,30-01-2021,07-02-2021,Emma,Taylor,EmmaTaylor,UK,East,Furniture,Storage,520,-93,2,0
ORD02441,12-06-2022,20-06-2022,Ava,Sharma,Ava Sharma,Australia,South,Furniture,Phones,1077,20,2,0.2
ORD02442,25-02-2021,04-03-2021,Rahul,Verma,Rahul Verma,Canada,North,Technology,Phones,1297,102,3,0
ORD02443,27-08-2021,03-09-2021,Priya,Anderson,Priya Anderson,USA,South,Furniture,Phones,1455,39,7,0.2
ORD02444,21-11-2022,27-11-2022,Liam,Sharma,Liam Sharma,UK,South,Office Supplies,Tables,1371,328,7,0
ORD02445,01-04-2021,11-04-2021,Priya,Sharma,Priya Sharma,Australia,West,Furniture,Chairs,1816,450,5,0
ORD02446,16-08-2022,26-08-2022,Ava,Johnson,Ava Johnson,UK,North,Furniture,Storage,203,-41,4,0
ORD02447,01-04-2021,05-04-2021,Amit,Brown,Amit Brown,USA,East,Office Supplies,Tables,699,235,6,0.2
ORD02448,21-06-2022,23-06-2022,Emma,Brown,Emma Brown,UK,West,Furniture,Phones,642,26,6,0.2
ORD02449,17-02-2022,25-02-2022,Ava,Brown,Ava Brown,UK,West,Office Supplies,Storage,1488,-248,7,0.1
ORD02450,04-02-2022,14-02-2022,Amit,Brown,Amit Brown,India,North,Furniture,Storage,297,-36,1,0.2
ORD02451,20-08-2022,29-08-2022,John,Sharma,John Sharma,UK,West,Furniture,Storage,1854,179,12,0.2
ORD02452,18-01-2022,23-01-2022,Sneha,Johnson,Sneha Johnson,India,West,Office Supplies,Phones,1257,-174,1,0.2
ORD02453,14-02-2021,22-02-2021,Amit,Brown,Amit Brown,India,West,Technology,Tables,1821,302,3,0.1
ORD02454,31-12-2021,08-01-2022,Amit,Brown,Amit Brown,India,South,Technology,Phones,1111,312,6,0.1
ORD02455,18-05-2022,22-05-2022,Rahul,Sharma,Rahul Sharma,Australia,South,Technology,Tables,220,-38,14,0.1
ORD02456,08-06-2022,14-06-2022,Ava,Verma,Ava Verma,USA,South,Technology,Tables,44,15,14,0
ORD02457,25-05-2021,30-05-2021,John,Johnson,John Johnson,Canada,West,Furniture,Phones,287,-60,3,0.1
ORD02458,18-07-2021,20-07-2021,Priya,Taylor,PriyaTaylor,Canada,East,Technology,Storage,1679,-184,3,0.2
ORD02459,06-05-2021,16-05-2021,Emma,Sharma,Emma Sharma,India,South,Office Supplies,Phones,1790,-267,1,0.1
ORD02460,05-02-2022,10-02-2022,Priya,Patel,Priya Patel,Australia,East,Office Supplies,Chairs,1566,-297,1,0
ORD02461,21-10-2021,30-10-2021,John,Anderson,John Anderson,India,West,Technology,Accessories,1419,430,9,0.1
ORD02462,21-11-2022,22-11-2022,Priya,Patel,PriyaPatel,India,West,OfficeSupplies,Tables,1845,-348,7,0.1
ORD02463,13-09-2021,18-09-2021,Amit,Sharma,Amit Sharma,Australia,West,Furniture,Chairs,45,-12,12,0
ORD02464,02-01-2022,07-01-2022,Ava,Smith,Ava Smith,Canada,East,Office Supplies,Storage,385,56,2,0.2
ORD02465,16-03-2022,21-03-2022,John,Taylor,John Taylor,Australia,South,Furniture,Storage,1396,-129,3,0.1
ORD02466,17-03-2021,23-03-2021,Emma,Smith,EmmaSmith,Australia,South,Furniture,Storage,1330,-20,10,0
ORD02467,09-04-2022,14-04-2022,John,Johnson,John Johnson,USA,East,Office Supplies,Chairs,1077,-280,14,0
ORD02468,01-07-2021,08-07-2021,Rahul,Smith,Rahul Smith,UK,West,Furniture,Binders,784,74,1,0.1
ORD02469,12-09-2021,20-09-2021,Ava,Anderson,Ava Anderson,Australia,East,Technology,Binders,1512,17,14,0
ORD02470,05-11-2021,09-11-2021,Emma,Patel,Emma Patel,UK,North,Office Supplies,Accessories,63,-4,3,0.1
ORD02471,11-10-2022,14-10-2022,Priya,Taylor,PriyaTaylor,UK,East,Furniture,Tables,280,-41,10,0.1
ORD02472,19-08-2022,29-08-2022,Olivia,Brown,Olivia Brown,Canada,South,Furniture,Accessories,697,14,6,0.1
ORD02473,06-08-2022,15-08-2022,Emma,Taylor,Emma Taylor,Canada,South,Office Supplies,Storage,1561,-240,10,0.2
ORD02474,22-04-2022,26-04-2022,John,Sharma,John Sharma,Canada,East,Furniture,Phones,404,-67,9,0
ORD02475,30-08-2022,09-09-2022,Noah,Johnson,Noah Johnson,USA,East,Technology,Accessories,961,-22,2,0.1
ORD02476,27-09-2022,02-10-2022,Noah,Verma,Noah Verma,Canada,East,Technology,Accessories,1298,-343,9,0.1
ORD02477,06-04-2022,12-04-2022,Emma,Smith,Emma Smith,India,North,Technology,Binders,275,80,9,0
ORD02478,05-04-2021,08-04-2021,Amit,Johnson,Amit Johnson,Canada,North,Technology,Binders,1450,418,14,0
ORD02479,16-03-2021,22-03-2021,Rahul,Verma,Rahul Verma,Canada,East,Office Supplies,Phones,1384,10,4,0
ORD02480,25-01-2022,27-01-2022,Noah,Verma,Noah Verma,UK,North,Technology,Phones,139,-22,15,0.1
ORD02481,09-01-2022,12-01-2022,Liam,Sharma,Liam Sharma,USA,South,Office Supplies,Phones,1151,131,2,0.1
ORD02482,04-06-2022,08-06-2022,Rahul,Johnson,Rahul Johnson,UK,South,Office Supplies,Accessories,915,-161,1,0.1
ORD02483,22-03-2022,28-03-2022,Sneha,Smith,Sneha Smith,India,South,Technology,Accessories,1165,248,11,0
ORD02484,30-08-2021,08-09-2021,Rahul,Johnson,RahulJohnson,India,South,Furniture,Phones,24,2,3,0.1
ORD02485,01-09-2022,05-09-2022,Sneha,Verma,Sneha Verma,UK,East,Office Supplies,Phones,636,50,7,0.2
ORD02486,08-03-2021,17-03-2021,Rahul,Brown,Rahul Brown,India,East,Technology,Tables,351,50,9,0.2
ORD02487,09-03-2022,14-03-2022,Amit,Sharma,Amit Sharma,UK,North,Technology,Binders,154,8,13,0.1
ORD02488,16-03-2022,26-03-2022,Liam,Brown,Liam Brown,Canada,South,Furniture,Binders,1983,690,6,0.1
ORD02489,20-06-2021,24-06-2021,Olivia,Anderson,Olivia Anderson,Canada,South,Office Supplies,Tables,1849,409,10,0
ORD02490,09-09-2021,18-09-2021,Liam,Johnson,LiamJohnson,Canada,South,Technology,Chairs,1911,610,10,0
ORD02491,28-10-2021,05-11-2021,Ava,Johnson,Ava Johnson,Australia,East,Office Supplies,Chairs,1947,661,2,0.2
ORD02492,19-11-2021,23-11-2021,John,Smith,John Smith,Canada,East,Office Supplies,Accessories,137,-12,2,0.2
ORD02493,07-06-2022,17-06-2022,Priya,Patel,Priya Patel,India,West,Technology,Phones,1249,200,12,0
ORD02494,07-07-2022,15-07-2022,Ava,Taylor,Ava Taylor,Australia,North,Technology,Tables,1534,310,4,0.1
ORD02495,05-11-2021,12-11-2021,Amit,Taylor,Amit Taylor,USA,East,Technology,Binders,811,-18,5,0.2
ORD02496,14-05-2021,17-05-2021,Ava,Sharma,Ava Sharma,India,East,Technology,Binders,1512,46,13,0.1
ORD02497,03-04-2021,09-04-2021,Olivia,Verma,Olivia Verma,USA,North,Furniture,Chairs,1697,-333,2,0.1
ORD02498,11-07-2022,17-07-2022,Olivia,Patel,Olivia Patel,Canada,East,Technology,Binders,1611,-110,8,0.2
ORD02499,01-06-2022,07-06-2022,Priya,Taylor,Priya Taylor,UK,South,Furniture,Binders,1160,-84,5,0
ORD02500,22-07-2021,26-07-2021,Sneha,Taylor,SnehaTaylor,UK,East,Furniture,Binders,1641,-367,1,0.1
ORD02501,17-06-2022,25-06-2022,Priya,Brown,Priya Brown,USA,East,Furniture,Tables,936,-10,13,0
ORD02502,07-09-2022,09-09-2022,Noah,Johnson,Noah Johnson,Australia,North,Technology,Phones,1618,515,10,0.2
ORD02503,07-03-2021,11-03-2021,Olivia,Taylor,Olivia Taylor,USA,North,Furniture,Phones,574,-155,7,0.1
ORD02504,07-08-2021,09-08-2021,John,Taylor,John Taylor,USA,North,Technology,Phones,501,-112,13,0.1
ORD02505,25-06-2021,28-06-2021,Priya,Verma,Priya Verma,India,West,Furniture,Phones,762,6,7,0.2
ORD02506,04-05-2022,14-05-2022,Liam,Johnson,LiamJohnson,India,West,Technology,Chairs,1311,-338,6,0.1
ORD02507,17-01-2022,24-01-2022,Rahul,Brown,Rahul Brown,Canada,South,Technology,Tables,1864,177,15,0.2
ORD02508,24-09-2021,04-10-2021,Rahul,Verma,Rahul Verma,India,East,Office Supplies,Chairs,1718,36,2,0
ORD02509,06-11-2022,08-11-2022,Olivia,Johnson,Olivia Johnson,USA,South,Furniture,Accessories,87,0,9,0
ORD02510,16-01-2021,21-01-2021,John,Anderson,John Anderson,India,West,Technology,Storage,1538,396,13,0
ORD02511,24-04-2022,29-04-2022,Priya,Taylor,Priya Taylor,Canada,West,Technology,Storage,977,-108,12,0.1
ORD02512,10-11-2021,17-11-2021,Liam,Sharma,Liam Sharma,Canada,North,Office Supplies,Storage,933,178,8,0.1
ORD02513,23-12-2022,31-12-2022,John,Taylor,John Taylor,USA,North,Furniture,Binders,1949,60,4,0.1
ORD02514,29-08-2021,01-09-2021,Rahul,Anderson,Rahul Anderson,India,South,Furniture,Accessories,1336,65,5,0.1
ORD02515,12-01-2022,22-01-2022,Priya,Brown,Priya Brown,Australia,South,Technology,Phones,1456,391,5,0.1
ORD02516,02-05-2022,04-05-2022,John,Smith,John Smith,Australia,West,Furniture,Binders,1869,-95,1,0.1
ORD02517,29-12-2022,01-01-2023,John,Johnson,John Johnson,Canada,West,Furniture,Binders,796,46,2,0.2
ORD02518,06-01-2022,13-01-2022,Priya,Sharma,Priya Sharma,India,West,Furniture,Binders,154,-16,11,0
ORD02519,12-09-2021,15-09-2021,Priya,Taylor,PriyaTaylor,India,West,OfficeSupplies,Phones,1213,-207,15,0
ORD02520,30-07-2021,03-08-2021,Ava,Smith,Ava Smith,Canada,South,Office Supplies,Chairs,1417,378,8,0.1
ORD02521,05-07-2022,09-07-2022,Liam,Verma,Liam Verma,Australia,North,Furniture,Phones,667,56,9,0.2
ORD02522,11-01-2022,17-01-2022,Priya,Anderson,PriyaAnderson,Australia,West,Furniture,Phones,1139,-194,4,0.2
ORD02523,15-07-2022,19-07-2022,Sneha,Verma,Sneha Verma,Canada,East,Office Supplies,Accessories,45,-6,6,0
ORD02524,09-05-2022,19-05-2022,Noah,Verma,Noah Verma,Australia,West,Technology,Accessories,750,143,3,0.1
ORD02525,30-08-2022,02-09-2022,Rahul,Smith,Rahul Smith,Canada,West,Furniture,Accessories,1654,223,1,0.1
ORD02526,22-04-2022,27-04-2022,Rahul,Smith,Rahul Smith,USA,East,Technology,Accessories,1982,-6,6,0
ORD02527,20-07-2021,28-07-2021,Emma,Johnson,Emma Johnson,Australia,East,Furniture,Storage,1599,334,15,0
ORD02528,04-09-2022,13-09-2022,Noah,Verma,Noah Verma,USA,South,Office Supplies,Binders,1026,54,3,0.1
ORD02529,26-11-2022,06-12-2022,Ava,Smith,Ava Smith,UK,West,Furniture,Binders,1868,206,5,0
ORD02530,02-03-2021,04-03-2021,Amit,Johnson,Amit Johnson,India,South,Office Supplies,Binders,613,-52,14,0.1
ORD02531,10-05-2021,12-05-2021,Priya,Sharma,Priya Sharma,India,South,Furniture,Accessories,207,-46,14,0.2
ORD02532,08-06-2021,18-06-2021,Rahul,Sharma,RahulSharma,India,South,Technology,Accessories,1866,-98,9,0
ORD02533,30-03-2022,09-04-2022,Amit,Brown,Amit Brown,Australia,South,Technology,Storage,681,-161,14,0.1
ORD02534,18-08-2022,22-08-2022,Priya,Sharma,Priya Sharma,Canada,North,Furniture,Binders,167,57,11,0.1
ORD02535,16-03-2022,19-03-2022,Noah,Anderson,NoahAnderson,Canada,North,OfficeSupplies,Binders,1429,22,8,0
ORD02536,27-01-2021,30-01-2021,Ava,Patel,Ava Patel,Australia,South,Furniture,Tables,279,-17,6,0
ORD02537,01-08-2022,09-08-2022,Amit,Anderson,AmitAnderson,Australia,North,Technology,Accessories,1742,-193,10,0
ORD02538,29-09-2022,04-10-2022,Rahul,Sharma,RahulSharma,Australia,North,Technology,Storage,1129,-58,12,0.1
ORD02539,21-07-2022,29-07-2022,Ava,Smith,Ava Smith,India,East,Furniture,Accessories,1537,198,3,0
ORD02540,22-03-2022,28-03-2022,Noah,Patel,Noah Patel,UK,West,Technology,Chairs,218,37,12,0
ORD02541,16-07-2021,23-07-2021,Olivia,Sharma,Olivia Sharma,USA,West,Technology,Binders,1758,336,14,0.1
ORD02542,08-12-2021,15-12-2021,Ava,Brown,Ava Brown,India,West,Office Supplies,Storage,635,-98,9,0.1
ORD02543,21-10-2021,25-10-2021,Liam,Sharma,Liam Sharma,USA,West,Furniture,Phones,1134,-313,3,0.1
ORD02544,08-08-2021,15-08-2021,Rahul,Johnson,Rahul Johnson,UK,West,Furniture,Phones,287,78,2,0.2
ORD02545,07-09-2021,13-09-2021,Olivia,Taylor,Olivia Taylor,India,North,Technology,Storage,125,-1,5,0.2
ORD02546,28-12-2022,31-12-2022,Sneha,Verma,Sneha Verma,India,West,Office Supplies,Binders,1192,19,2,0
ORD02547,22-07-2021,25-07-2021,Liam,Taylor,Liam Taylor,UK,North,Technology,Accessories,361,12,1,0.1
ORD02548,31-07-2021,07-08-2021,Emma,Brown,EmmaBrown,UK,North,Technology,Storage,1083,-297,6,0
ORD02549,07-11-2022,13-11-2022,Noah,Johnson,NoahJohnson,UK,West,Furniture,Tables,1549,-242,13,0
ORD02550,13-11-2021,22-11-2021,Noah,Anderson,Noah Anderson,Australia,North,Office Supplies,Binders,36,-4,14,0
ORD02551,08-07-2021,10-07-2021,Emma,Brown,Emma Brown,UK,North,Technology,Binders,1228,219,5,0.1
ORD02552,05-12-2022,15-12-2022,Amit,Taylor,Amit Taylor,USA,West,Office Supplies,Binders,1224,-204,3,0.1
ORD02553,05-10-2022,14-10-2022,Sneha,Brown,Sneha Brown,USA,South,Technology,Phones,1727,409,10,0.1
ORD02554,12-09-2022,18-09-2022,Amit,Verma,Amit Verma,India,North,Office Supplies,Storage,1528,-296,7,0
ORD02555,16-09-2021,20-09-2021,Amit,Verma,Amit Verma,Canada,North,Office Supplies,Phones,64,10,15,0.1
ORD02556,20-10-2021,26-10-2021,Priya,Anderson,Priya Anderson,Canada,South,Furniture,Chairs,405,-42,15,0.1
ORD02557,31-07-2021,05-08-2021,John,Johnson,John Johnson,Canada,North,Technology,Accessories,1689,-397,4,0.1
ORD02558,18-04-2021,23-04-2021,Sneha,Anderson,SnehaAnderson,Canada,South,OfficeSupplies,Accessories,586,94,6,0
ORD02559,29-11-2021,03-12-2021,Emma,Taylor,Emma Taylor,UK,South,Office Supplies,Chairs,1292,370,10,0
ORD02560,26-03-2022,04-04-2022,Emma,Brown,Emma Brown,USA,South,Technology,Storage,164,-8,3,0.1
ORD02561,23-09-2022,29-09-2022,John,Anderson,John Anderson,USA,East,Office Supplies,Accessories,716,-86,15,0.1
ORD02562,13-07-2022,17-07-2022,Priya,Patel,Priya Patel,Australia,South,Technology,Tables,1513,-277,9,0
ORD02563,18-09-2021,19-09-2021,Ava,Smith,AvaSmith,Australia,South,OfficeSupplies,Binders,1420,201,6,0
ORD02564,27-03-2021,04-04-2021,Sneha,Smith,Sneha Smith,Australia,South,Furniture,Accessories,1842,582,1,0.1
ORD02565,06-02-2021,13-02-2021,Rahul,Sharma,Rahul Sharma,USA,South,Furniture,Phones,1318,97,4,0
ORD02566,04-10-2021,14-10-2021,Priya,Taylor,Priya Taylor,USA,North,Technology,Chairs,949,-280,5,0.1
ORD02567,12-08-2021,13-08-2021,Liam,Johnson,Liam Johnson,UK,North,Technology,Storage,1012,-57,6,0.1
ORD02568,03-04-2021,09-04-2021,Priya,Sharma,Priya Sharma,India,North,Furniture,Phones,730,-118,7,0.1
ORD02569,30-08-2022,08-09-2022,Ava,Patel,Ava Patel,Australia,East,Office Supplies,Chairs,449,-23,2,0.1
ORD02570,17-05-2021,22-05-2021,Liam,Taylor,Liam Taylor,USA,East,Technology,Phones,1823,339,9,0.2
ORD02571,17-11-2022,22-11-2022,Noah,Smith,Noah Smith,Australia,East,Office Supplies,Phones,182,10,12,0.2
ORD02572,09-07-2021,17-07-2021,Sneha,Sharma,Sneha Sharma,India,East,Furniture,Tables,568,53,10,0
ORD02573,07-09-2022,08-09-2022,Noah,Smith,Noah Smith,India,West,Office Supplies,Storage,1883,-349,7,0
ORD02574,15-09-2021,16-09-2021,Rahul,Taylor,Rahul Taylor,UK,South,Furniture,Accessories,1172,-223,7,0
ORD02575,30-11-2021,05-12-2021,Sneha,Patel,Sneha Patel,Canada,West,Furniture,Tables,1318,430,14,0.1
ORD02576,02-05-2021,03-05-2021,Rahul,Anderson,Rahul Anderson,Canada,North,Furniture,Chairs,302,-1,8,0.1
ORD02577,30-08-2021,05-09-2021,Priya,Johnson,Priya Johnson,Australia,East,Office Supplies,Chairs,1291,415,2,0.2
ORD02578,28-03-2022,04-04-2022,John,Anderson,John Anderson,Australia,East,Office Supplies,Chairs,1244,31,3,0
ORD02579,07-10-2022,09-10-2022,Sneha,Patel,Sneha Patel,India,North,Furniture,Storage,1666,-66,1,0
ORD02580,06-05-2021,14-05-2021,Ava,Sharma,Ava Sharma,Australia,West,Furniture,Phones,443,-15,14,0.2
ORD02581,18-04-2021,22-04-2021,Amit,Patel,Amit Patel,Australia,North,Furniture,Phones,1846,245,10,0.2
ORD02582,12-02-2021,16-02-2021,Noah,Taylor,Noah Taylor,USA,West,Office Supplies,Accessories,452,85,5,0.2
ORD02583,31-01-2021,07-02-2021,Ava,Verma,Ava Verma,Australia,West,Office Supplies,Tables,1473,464,2,0
ORD02584,29-01-2022,04-02-2022,Amit,Taylor,Amit Taylor,Australia,West,Office Supplies,Phones,1983,-229,15,0
ORD02585,04-08-2021,06-08-2021,Sneha,Anderson,Sneha Anderson,Australia,North,Office Supplies,Storage,1182,-218,11,0.2
ORD02586,05-08-2021,15-08-2021,Ava,Sharma,Ava Sharma,USA,East,Office Supplies,Chairs,50,17,8,0.1
ORD02587,05-09-2022,12-09-2022,John,Verma,John Verma,Australia,South,Office Supplies,Tables,107,-31,12,0.1
ORD02588,10-06-2022,14-06-2022,Liam,Patel,Liam Patel,USA,North,Furniture,Binders,1955,-260,1,0.1
ORD02589,18-03-2021,28-03-2021,Sneha,Anderson,Sneha Anderson,Canada,West,Office Supplies,Storage,404,80,12,0
ORD02590,12-09-2022,18-09-2022,Ava,Brown,Ava Brown,Australia,West,Technology,Chairs,467,-32,7,0.1
ORD02591,23-04-2021,30-04-2021,Liam,Sharma,Liam Sharma,Canada,North,Technology,Chairs,360,2,1,0.2
ORD02592,24-01-2022,30-01-2022,Amit,Patel,AmitPatel,Canada,North,Furniture,Chairs,1553,-441,11,0
ORD02593,12-02-2021,18-02-2021,Sneha,Smith,SnehaSmith,Canada,West,Furniture,Binders,185,33,3,0.1
ORD02594,07-07-2021,16-07-2021,John,Verma,John Verma,Canada,South,Furniture,Phones,964,-242,4,0.1
ORD02595,06-12-2021,15-12-2021,Ava,Brown,Ava Brown,UK,South,Office Supplies,Chairs,1325,-361,3,0
ORD02596,28-08-2021,04-09-2021,Ava,Patel,Ava Patel,UK,South,Furniture,Binders,1811,406,8,0.1
ORD02597,02-02-2021,05-02-2021,Amit,Sharma,Amit Sharma,UK,South,Furniture,Binders,1228,259,12,0.2
ORD02598,21-10-2022,27-10-2022,Noah,Patel,Noah Patel,USA,North,Technology,Accessories,1982,-69,3,0
ORD02599,06-02-2022,08-02-2022,Noah,Smith,Noah Smith,Australia,North,Furniture,Binders,1637,328,11,0.1
ORD02600,10-11-2021,15-11-2021,Olivia,Smith,Olivia Smith,UK,East,Office Supplies,Accessories,1181,-312,2,0.1
ORD02601,09-10-2022,12-10-2022,Olivia,Patel,OliviaPatel,UK,South,Technology,Phones,1275,-24,8,0.1
ORD02602,22-10-2022,01-11-2022,Liam,Patel,Liam Patel,Australia,North,Furniture,Storage,459,-33,6,0
ORD02603,30-01-2021,03-02-2021,Ava,Smith,AvaSmith,Australia,South,Technology,Chairs,806,-73,2,0
ORD02604,08-10-2021,11-10-2021,Sneha,Sharma,Sneha Sharma,Canada,South,Office Supplies,Chairs,687,-131,1,0.1
ORD02605,29-04-2021,01-05-2021,Ava,Smith,Ava Smith,Canada,South,Office Supplies,Phones,698,-55,5,0.2
ORD02606,13-11-2022,17-11-2022,Emma,Johnson,Emma Johnson,USA,South,Furniture,Storage,1443,68,10,0.2
ORD02607,26-11-2021,29-11-2021,Noah,Smith,NoahSmith,USA,West,Technology,Storage,174,-7,6,0.1
ORD02608,20-10-2022,23-10-2022,Noah,Sharma,Noah Sharma,UK,South,Technology,Phones,147,33,11,0
ORD02609,08-10-2021,11-10-2021,Noah,Taylor,NoahTaylor,UK,South,Technology,Tables,1363,2,8,0.1
ORD02610,25-09-2022,26-09-2022,Rahul,Anderson,Rahul Anderson,UK,South,Furniture,Chairs,1620,354,2,0
ORD02611,08-06-2021,15-06-2021,John,Sharma,John Sharma,Canada,North,Furniture,Binders,1698,230,1,0.2
ORD02612,21-04-2022,01-05-2022,John,Sharma,John Sharma,UK,North,Office Supplies,Storage,1010,208,14,0.1
ORD02613,11-11-2022,12-11-2022,Noah,Taylor,Noah Taylor,Australia,North,Office Supplies,Chairs,935,-174,15,0.1
ORD02614,26-08-2022,02-09-2022,Olivia,Smith,OliviaSmith,Australia,West,OfficeSupplies,Phones,1093,13,2,0.2
ORD02615,24-09-2022,28-09-2022,Emma,Patel,Emma Patel,Australia,West,Office Supplies,Accessories,1830,176,13,0
ORD02616,24-05-2022,30-05-2022,Priya,Verma,Priya Verma,USA,North,Office Supplies,Accessories,630,143,2,0
ORD02617,04-05-2021,09-05-2021,Priya,Brown,Priya Brown,USA,East,Furniture,Chairs,510,-24,2,0.1
ORD02618,11-09-2021,12-09-2021,Sneha,Anderson,Sneha Anderson,India,East,Office Supplies,Binders,1962,-396,4,0.1
ORD02619,30-04-2022,10-05-2022,Amit,Taylor,Amit Taylor,Australia,East,Technology,Binders,1908,611,8,0.1
ORD02620,06-02-2022,10-02-2022,Emma,Patel,EmmaPatel,Australia,West,OfficeSupplies,Binders,676,-8,8,0.2
ORD02621,17-08-2021,21-08-2021,Ava,Johnson,AvaJohnson,Australia,North,OfficeSupplies,Chairs,565,-121,1,0.1
ORD02622,07-11-2021,12-11-2021,Ava,Taylor,Ava Taylor,India,East,Furniture,Binders,29,9,15,0.1
ORD02623,16-07-2022,26-07-2022,Amit,Brown,Amit Brown,Australia,West,Furniture,Accessories,1225,-280,7,0.2
ORD02624,03-07-2022,08-07-2022,Amit,Verma,Amit Verma,Canada,West,Office Supplies,Phones,1135,243,1,0.1
ORD02625,17-07-2021,26-07-2021,Rahul,Anderson,Rahul Anderson,Canada,West,Technology,Phones,1009,-150,10,0
ORD02626,03-03-2022,04-03-2022,Emma,Verma,Emma Verma,USA,East,Office Supplies,Binders,160,-26,4,0.2
ORD02627,16-04-2021,22-04-2021,Emma,Sharma,Emma Sharma,Canada,East,Technology,Tables,402,68,15,0.2
ORD02628,21-01-2022,25-01-2022,John,Sharma,John Sharma,India,West,Furniture,Storage,1176,-256,3,0.1
ORD02629,16-04-2022,26-04-2022,Rahul,Sharma,RahulSharma,India,South,OfficeSupplies,Storage,1240,-102,14,0.1
ORD02630,23-12-2021,01-01-2022,Rahul,Verma,Rahul Verma,USA,South,Furniture,Phones,1134,70,2,0.1
ORD02631,22-10-2021,01-11-2021,Sneha,Johnson,Sneha Johnson,UK,East,Office Supplies,Accessories,740,-11,3,0.1
ORD02632,24-06-2022,02-07-2022,Sneha,Taylor,Sneha Taylor,USA,North,Furniture,Binders,732,255,5,0.2
ORD02633,04-08-2022,10-08-2022,Noah,Taylor,Noah Taylor,India,South,Furniture,Binders,688,237,11,0.2
ORD02634,19-12-2021,22-12-2021,Sneha,Brown,Sneha Brown,India,South,Technology,Phones,352,-8,13,0.1
ORD02635,17-01-2021,24-01-2021,John,Sharma,JohnSharma,India,North,OfficeSupplies,Phones,1947,85,6,0.1
ORD02636,13-09-2022,16-09-2022,Rahul,Sharma,Rahul Sharma,UK,South,Office Supplies,Phones,752,259,13,0.1
ORD02637,03-11-2021,04-11-2021,Sneha,Sharma,Sneha Sharma,Canada,South,Technology,Phones,828,24,13,0.1
ORD02638,24-03-2022,28-03-2022,Olivia,Anderson,OliviaAnderson,Canada,East,OfficeSupplies,Phones,1405,82,6,0.1
ORD02639,11-08-2021,21-08-2021,Noah,Smith,Noah Smith,Australia,South,Furniture,Phones,1727,-130,9,0
ORD02640,03-06-2021,04-06-2021,John,Verma,John Verma,UK,North,Furniture,Accessories,1793,240,15,0
ORD02641,29-09-2021,30-09-2021,Olivia,Verma,Olivia Verma,India,North,Office Supplies,Chairs,1346,-186,9,0.2
ORD02642,18-08-2021,25-08-2021,Liam,Taylor,Liam Taylor,India,North,Technology,Binders,1519,288,3,0.2
ORD02643,25-11-2021,30-11-2021,Emma,Verma,Emma Verma,India,East,Technology,Binders,68,-3,2,0.2
ORD02644,02-08-2022,04-08-2022,Rahul,Taylor,Rahul Taylor,Australia,West,Office Supplies,Binders,1219,277,13,0.1
ORD02645,15-05-2021,16-05-2021,Liam,Brown,Liam Brown,India,West,Office Supplies,Binders,1816,-263,7,0.2
ORD02646,03-11-2021,12-11-2021,Noah,Anderson,Noah Anderson,UK,South,Office Supplies,Chairs,1140,134,10,0.2
ORD02647,13-11-2021,20-11-2021,Liam,Taylor,Liam Taylor,Australia,South,Technology,Phones,1869,305,14,0.1
ORD02648,21-09-2021,25-09-2021,Emma,Taylor,Emma Taylor,India,North,Technology,Tables,56,-14,10,0.1
ORD02649,24-08-2021,03-09-2021,Liam,Brown,Liam Brown,UK,North,Furniture,Tables,580,34,1,0
ORD02650,20-12-2021,23-12-2021,John,Taylor,John Taylor,UK,East,Furniture,Storage,1603,-341,4,0.1
ORD02651,23-04-2022,30-04-2022,Noah,Anderson,Noah Anderson,India,North,Furniture,Chairs,1775,478,3,0.1
ORD02652,23-08-2021,02-09-2021,Sneha,Sharma,Sneha Sharma,UK,West,Office Supplies,Storage,1389,-272,10,0.1
ORD02653,31-12-2022,10-01-2023,Noah,Anderson,NoahAnderson,UK,West,Technology,Chairs,481,-49,9,0.1
ORD02654,22-11-2022,02-12-2022,Ava,Anderson,Ava Anderson,Canada,West,Office Supplies,Phones,1656,-18,5,0
ORD02655,20-01-2022,29-01-2022,Sneha,Brown,SnehaBrown,Canada,North,Furniture,Chairs,362,1,12,0.2
ORD02656,04-02-2022,12-02-2022,Noah,Sharma,Noah Sharma,India,North,Furniture,Phones,1158,-347,14,0.2
ORD02657,16-10-2022,17-10-2022,Ava,Johnson,AvaJohnson,India,East,Furniture,Tables,1922,638,6,0.2
